Y,1.33,0,竊盜,N,N,,
Y,1.17,0,竊盜,N,N,,
Y,0.67,0,竊盜,N,N,,
Y,0.67,0,竊盜,N,N,,
Y,1.5,0,竊盜,Y,N,,
Y,0.5,0,竊盜,Y,N,,
Y,0.25,0,竊盜,Y,N,,
Y,1.25,0,竊盜,Y,Y,,
Y,1.0,0,竊盜,N,N,,
Y,0.58,0,竊盜,Y,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.83,0,竊盜,Y,N,,
Y,0.5,0,竊盜,N,N,,
Y,0.58,0,竊盜,Y,N,,
Y,1.0,0,竊盜,N,N,,
Y,1.25,0,竊盜,Y,Y,,
Y,0.58,0,竊盜,N,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.58,0,竊盜,Y,Y,,
Y,3.5,0,竊盜,N,Y,,
Y,2.92,0,竊盜,N,Y,,
Y,1.0,0,竊盜,Y,N,,
Y,0.42,0,竊盜,Y,N,,
Y,0.58,0,竊盜,Y,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.0,10000,竊盜,N,N,,
Y,0.67,0,竊盜,N,N,,
N,0.0,0,竊盜,N,N,,
Y,0.08,0,竊盜,N,N,,
Y,0.05,0,竊盜,N,N,,
Y,0.92,0,竊盜,N,N,,
Y,2.17,0,竊盜,Y,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.33,0,竊盜,N,N,,
Y,0.42,0,竊盜,Y,N,,
Y,1.0,0,竊盜,Y,Y,,
Y,0.15,0,竊盜,N,N,,
Y,0.11,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.05,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.05,0,竊盜,N,N,,
Y,0.19,0,竊盜,N,N,,
Y,0.0,3000,竊盜,N,N,,
Y,0.33,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.0,3000,竊盜,N,N,,
Y,0.01,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.33,0,竊盜,N,N,,
Y,0.0,6000,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.05,0,竊盜,N,N,,
Y,0.04,0,竊盜,N,N,,
Y,0.5,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.05,0,竊盜,N,N,,
Y,0.08,0,竊盜,N,N,,
Y,0.0,6000,竊盜,N,N,,
Y,1.0,0,竊盜,N,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.42,0,竊盜,N,Y,,
Y,0.42,0,竊盜,N,N,,
Y,1.5,0,竊盜,Y,Y,,
Y,0.83,0,竊盜,N,N,,
Y,0.12,0,竊盜,N,Y,,
Y,0.25,0,竊盜,N,Y,,
Y,0.01,0,竊盜,N,N,,
Y,1.17,0,竊盜,Y,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.58,0,竊盜,N,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.25,0,竊盜,N,N,,
Y,2.58,0,竊盜,Y,N,,
Y,0.58,0,竊盜,Y,N,,
Y,0.58,0,竊盜,Y,N,,
Y,0.58,0,竊盜,Y,N,,
Y,0.83,0,竊盜,Y,N,,
Y,1.33,0,竊盜,N,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.58,0,竊盜,Y,N,,
Y,0.33,0,竊盜,N,N,,
Y,1.0,0,竊盜,N,N,,
Y,0.75,0,竊盜,N,N,,
Y,1.25,0,竊盜,Y,Y,,
Y,0.25,0,竊盜,N,N,25.0,
Y,2.17,0,竊盜,N,N,45.0,
N,0.0,0,竊盜,N,N,51.0,
Y,1.33,0,竊盜,N,N,55.0,
Y,0.33,0,竊盜,N,N,60.0,
Y,2.33,0,竊盜,N,Y,64.0,
Y,1.92,0,竊盜,N,Y,72.0,
Y,0.58,0,竊盜,N,N,73.0,
Y,1.83,0,竊盜,N,N,78.0,
Y,0.05,0,竊盜,N,N,85.0,
Y,1.83,0,竊盜,N,Y,105.0,
N,0.0,0,竊盜,N,N,120.0,
Y,0.17,0,竊盜,N,N,812.0,
Y,0.92,0,竊盜,N,N,821.0,
Y,0.33,0,竊盜,N,N,849.0,
Y,1.08,0,竊盜,Y,N,859.0,
Y,0.58,0,竊盜,Y,N,862.0,
Y,0.5,0,竊盜,Y,N,863.0,
Y,0.5,0,竊盜,N,N,867.0,
Y,0.25,0,竊盜,N,N,976.0,
Y,0.22,0,竊盜,N,N,980.0,
Y,0.05,0,竊盜,N,N,986.0,
Y,0.03,0,竊盜,N,N,996.0,
Y,0.83,0,竊盜,N,N,998.0,
Y,0.17,0,竊盜,N,N,1001.0,
Y,0.25,0,竊盜,N,N,1015.0,
Y,0.04,0,竊盜,N,N,1017.0,
Y,0.5,0,竊盜,N,N,1018.0,
Y,0.11,0,竊盜,N,N,1024.0,
Y,0.5,0,竊盜,N,N,1025.0,
Y,0.08,0,竊盜,N,N,1033.0,
Y,0.03,0,竊盜,N,N,1069.0,
Y,0.0,3000,竊盜,N,N,1072.0,
Y,0.42,0,竊盜,N,N,1083.0,
N,0.0,0,竊盜,N,N,1085.0,
Y,0.16,0,竊盜,N,N,1086.0,
Y,0.21,0,竊盜,N,N,1087.0,
Y,0.5,0,竊盜,N,N,1098.0,
Y,0.33,0,竊盜,N,N,1125.0,
Y,0.25,0,竊盜,N,N,1128.0,
N,0.0,0,竊盜,N,N,1188.0,
Y,0.15,0,竊盜,N,N,1193.0,
Y,0.17,0,竊盜,N,N,1198.0,
Y,0.19,0,竊盜,N,N,,
N,0.0,0,竊盜,N,N,,
Y,0.27,0,竊盜,N,N,,
Y,0.67,0,竊盜,Y,N,,
Y,1.5,0,竊盜,N,N,,
Y,0.92,0,竊盜,N,N,,
Y,0.67,0,竊盜,Y,N,,
Y,1.0,0,竊盜,Y,N,,
Y,0.81,0,竊盜,N,N,,
Y,0.14,0,竊盜,N,N,,
Y,1.17,0,竊盜,N,N,,
Y,0.05,0,竊盜,N,Y,,
Y,0.25,0,竊盜,N,N,,
Y,0.03,0,竊盜,N,Y,,
Y,0.16,0,竊盜,N,N,,
Y,0.58,0,竊盜,N,Y,,
Y,0.14,0,竊盜,N,N,,
Y,0.38,0,竊盜,N,Y,,
Y,0.14,0,竊盜,N,Y,,
Y,0.08,0,竊盜,N,Y,,
Y,0.05,0,竊盜,N,Y,,
Y,0.0,8000,竊盜,N,Y,,
Y,0.08,0,竊盜,N,Y,,
Y,0.12,0,竊盜,N,Y,,
Y,0.08,0,竊盜,N,Y,,
Y,0.0,6000,竊盜,N,N,,
Y,0.03,0,竊盜,N,N,,
Y,0.05,0,竊盜,N,Y,,
Y,0.11,0,竊盜,N,N,,
Y,0.15,0,竊盜,N,N,,
Y,0.11,0,竊盜,N,Y,,
Y,0.33,0,竊盜,N,N,,
Y,0.0,5000,竊盜,N,Y,,
Y,0.15,0,竊盜,N,N,,
Y,0.11,0,竊盜,N,N,,
Y,0.42,0,竊盜,N,N,,
Y,0.67,0,竊盜,N,N,,
Y,0.11,0,竊盜,N,Y,,
Y,0.14,0,竊盜,N,Y,,
Y,0.33,0,竊盜,N,N,,
Y,0.0,10000,竊盜,N,N,,
Y,0.14,0,竊盜,N,N,,
Y,0.67,0,竊盜,Y,N,,
Y,0.75,0,竊盜,Y,N,,
Y,0.75,0,竊盜,Y,N,,
Y,0.83,0,竊盜,Y,N,,
Y,0.25,0,竊盜,N,N,,
Y,0.5,0,竊盜,Y,N,,
Y,1.5,0,竊盜,Y,N,,
Y,0.58,0,竊盜,Y,N,,
